mgi_symbol	ensembl_gene_id	hgnc_symbol
Als2cl	ENSG00000178038	ALS2CL
Alx1	ENSG00000180318	ALX1
Alx3	ENSG00000156150	ALX3
Alx4	ENSG00000052850	ALX4
Amacr	ENSG00000242110	AMACR
Ambp	ENSG00000106927	AMBP
Ambra1	ENSG00000110497	AMBRA1
Amdhd1	ENSG00000139344	AMDHD1
Amdhd2	ENSG00000162066	AMDHD2
Amelx	ENSG00000125363	AMELX
Amer1	ENSG00000184675	AMER1
Amer2	ENSG00000165566	AMER2
Amer3	ENSG00000178171	AMER3
Amfr	ENSG00000159461	AMFR
Amh	ENSG00000104899	AMH
Amhr2	ENSG00000135409	AMHR2
Amigo1	ENSG00000181754	AMIGO1
Amigo2	ENSG00000139211	AMIGO2
Amigo3	ENSG00000176020	AMIGO3
Ammecr1	ENSG00000101935	AMMECR1
Ammecr1l	ENSG00000144233	AMMECR1L
Amn	ENSG00000166126	AMN
Amn1	ENSG00000151743	AMN1
Amotl1	ENSG00000166025	AMOTL1
Amotl2	ENSG00000114019	AMOTL2
Ampd1	ENSG00000116748	AMPD1
Ampd2	ENSG00000116337	AMPD2
Ampd3	ENSG00000133805	AMPD3
Amph	ENSG00000078053	AMPH
Amt	ENSG00000145020	AMT
Amtn	ENSG00000187689	AMTN
Amz1	ENSG00000174945	AMZ1
Amz2	ENSG00000196704	AMZ2
Anapc1	ENSG00000153107	ANAPC1
Anapc10	ENSG00000164162	ANAPC10
Anapc11	ENSG00000141552	ANAPC11
Anapc13	ENSG00000129055	ANAPC13
Anapc16	ENSG00000166295	ANAPC16
Anapc2	ENSG00000176248	ANAPC2
Anapc4	ENSG00000053900	ANAPC4
Anapc5	ENSG00000089053	ANAPC5
Anapc7	ENSG00000196510	ANAPC7
Angel1	ENSG00000013523	ANGEL1
Angel2	ENSG00000174606	ANGEL2
Angpt1	ENSG00000154188	ANGPT1
Angpt2	ENSG00000091879	ANGPT2
Angpt4	ENSG00000101280	ANGPT4
Angptl1	ENSG00000116194	ANGPTL1
Angptl2	ENSG00000136859	ANGPTL2
Angptl3	ENSG00000132855	ANGPTL3
Angptl4	ENSG00000167772	ANGPTL4
Angptl6	ENSG00000130812	ANGPTL6
Angptl7	ENSG00000171819	ANGPTL7
Ank	ENSG00000154122	ANKH
Ank1	ENSG00000029534	ANK1
Ank2	ENSG00000145362	ANK2
Ank3	ENSG00000151150	ANK3
Ankar	ENSG00000151687	ANKAR
Ankdd1b	ENSG00000189045	ANKDD1B
Ankef1	ENSG00000132623	ANKEF1
Ankfy1	ENSG00000185722	ANKFY1
Ankhd1	ENSG00000131503	ANKHD1
Ankib1	ENSG00000001629	ANKIB1
Ankk1	ENSG00000170209	ANKK1
Ankle1	ENSG00000160117	ANKLE1
Ankle2	ENSG00000176915	ANKLE2
Ankmy1	ENSG00000144504	ANKMY1
Ankmy2	ENSG00000106524	ANKMY2
Ankra2	ENSG00000164331	ANKRA2
Ankrd1	ENSG00000148677	ANKRD1
Ankrd10	ENSG00000088448	ANKRD10
Ankrd11	ENSG00000167522	ANKRD11
Ankrd12	ENSG00000101745	ANKRD12
Ankrd13a	ENSG00000076513	ANKRD13A
Ankrd13b	ENSG00000198720	ANKRD13B
Ankrd13c	ENSG00000118454	ANKRD13C
Ankrd13d	ENSG00000172932	ANKRD13D
Ankrd16	ENSG00000134461	ANKRD16
Ankrd17	ENSG00000132466	ANKRD17
Ankrd2	ENSG00000165887	ANKRD2
Ankrd22	ENSG00000152766	ANKRD22
Ankrd23	ENSG00000163126	ANKRD23
Ankrd24	ENSG00000089847	ANKRD24
Ankrd26	ENSG00000107890	ANKRD26
Ankrd27	ENSG00000105186	ANKRD27
Ankrd28	ENSG00000206560	ANKRD28
Ankrd29	ENSG00000154065	ANKRD29
Ankrd33	ENSG00000167612	ANKRD33
Ankrd33b	ENSG00000164236	ANKRD33B
Ankrd34a	ENSG00000272031	ANKRD34A
Ankrd34b	ENSG00000189127	ANKRD34B
Ankrd34c	ENSG00000235711	ANKRD34C
Ankrd35	ENSG00000198483	ANKRD35
Ankrd37	ENSG00000186352	ANKRD37
Ankrd39	ENSG00000213337	ANKRD39
Ankrd40	ENSG00000154945	ANKRD40
Ankrd42	ENSG00000137494	ANKRD42
Ankrd44	ENSG00000065413	ANKRD44
Ankrd45	ENSG00000183831	ANKRD45
Ankrd46	ENSG00000186106	ANKRD46
Ankrd49	ENSG00000168876	ANKRD49
Ankrd50	ENSG00000151458	ANKRD50
Ankrd52	ENSG00000139645	ANKRD52
Ankrd53	ENSG00000144031	ANKRD53
Ankrd54	ENSG00000100124	ANKRD54
Ankrd55	ENSG00000164512	ANKRD55
Ankrd6	ENSG00000135299	ANKRD6
Ankrd60	ENSG00000124227	ANKRD60
Ankrd61	ENSG00000157999	ANKRD61
Ankrd63	ENSG00000230778	ANKRD63
Ankrd66	ENSG00000230062	ANKRD66
Ankrd7	ENSG00000106013	ANKRD7
Ankrd9	ENSG00000156381	ANKRD9
Anks1	ENSG00000064999	ANKS1A
Anks1b	ENSG00000185046	ANKS1B
Anks3	ENSG00000168096	ANKS3
Anks4b	ENSG00000175311	ANKS4B
Anks6	ENSG00000165138	ANKS6
Ankub1	ENSG00000206199	ANKUB1
Ankzf1	ENSG00000163516	ANKZF1
Anln	ENSG00000011426	ANLN
Ano1	ENSG00000131620	ANO1
Ano10	ENSG00000160746	ANO10
Ano2	ENSG00000047617	ANO2
Ano3	ENSG00000134343	ANO3
Ano4	ENSG00000151572	ANO4
Ano5	ENSG00000171714	ANO5
Ano6	ENSG00000177119	ANO6
Ano7	ENSG00000146205	ANO7
Ano8	ENSG00000074855	ANO8
Ano9	ENSG00000185101	ANO9
Anp32a	ENSG00000140350	ANP32A
Anp32b	ENSG00000136938	ANP32B
Anp32e	ENSG00000143401	ANP32E
Anpep	ENSG00000166825	ANPEP
Antxr1	ENSG00000169604	ANTXR1
Antxr2	ENSG00000163297	ANTXR2
Antxrl	ENSG00000274209	ANTXRL
Anxa1	ENSG00000135046	ANXA1
Anxa10	ENSG00000109511	ANXA10
Anxa11	ENSG00000122359	ANXA11
Anxa2	ENSG00000182718	ANXA2
Anxa3	ENSG00000138772	ANXA3
Anxa4	ENSG00000196975	ANXA4
Anxa5	ENSG00000164111	ANXA5
Anxa6	ENSG00000197043	ANXA6
Anxa7	ENSG00000138279	ANXA7
Anxa9	ENSG00000143412	ANXA9
Aoah	ENSG00000136250	AOAH
Aoc2	ENSG00000131480	AOC2
Aoc3	ENSG00000131471	AOC3
Aox1	ENSG00000138356	AOX1
Ap1ar	ENSG00000138660	AP1AR
Ap1b1	ENSG00000100280	AP1B1
Ap1g2	ENSG00000213983	AP1G2
Ap1m1	ENSG00000072958	AP1M1
Ap1m2	ENSG00000129354	AP1M2
Ap1s1	ENSG00000106367	AP1S1
Ap1s2	ENSG00000182287	AP1S2
Ap1s3	ENSG00000152056	AP1S3
Ap2a1	ENSG00000196961	AP2A1
Ap2a2	ENSG00000183020	AP2A2
Ap2b1	ENSG00000006125	AP2B1
Ap2m1	ENSG00000161203	AP2M1
Ap2s1	ENSG00000042753	AP2S1
Ap3b1	ENSG00000132842	AP3B1
Ap3b2	ENSG00000103723	AP3B2
Ap3d1	ENSG00000065000	AP3D1
Ap3m1	ENSG00000185009	AP3M1
Ap3m2	ENSG00000070718	AP3M2
Ap3s1	ENSG00000177879	AP3S1
Ap3s2	ENSG00000157823	AP3S2
Ap4b1	ENSG00000134262	AP4B1
Ap4e1	ENSG00000081014	AP4E1
Ap4m1	ENSG00000221838	AP4M1
Ap4s1	ENSG00000100478	AP4S1
Ap5b1	ENSG00000254470	AP5B1
Ap5m1	ENSG00000053770	AP5M1
Ap5s1	ENSG00000125843	AP5S1
Ap5z1	ENSG00000242802	AP5Z1
Apaf1	ENSG00000120868	APAF1
Apba1	ENSG00000107282	APBA1
Apba2	ENSG00000034053	APBA2
Apba3	ENSG00000011132	APBA3
Apbb1	ENSG00000166313	APBB1
Apbb1ip	ENSG00000077420	APBB1IP
Apbb2	ENSG00000163697	APBB2
Apbb3	ENSG00000113108	APBB3
Apc	ENSG00000134982	APC
Apc2	ENSG00000115266	APC2
Apcdd1	ENSG00000154856	APCDD1
Apcs	ENSG00000132703	APCS
Apeh	ENSG00000164062	APEH
Apex1	ENSG00000100823	APEX1
Apex2	ENSG00000169188	APEX2
Aph1a	ENSG00000117362	APH1A
Apip	ENSG00000149089	APIP
Aplf	ENSG00000169621	APLF
Apln	ENSG00000171388	APLN
Aplnr	ENSG00000134817	APLNR
Aplp1	ENSG00000105290	APLP1
Aplp2	ENSG00000084234	APLP2
Apmap	ENSG00000101474	APMAP
Apoa1	ENSG00000118137	APOA1
Apoa2	ENSG00000158874	APOA2
Apoa4	ENSG00000110244	APOA4
Apoa5	ENSG00000110243	APOA5
Apob	ENSG00000084674	APOB
Apobec1	ENSG00000111701	APOBEC1
Apobec2	ENSG00000124701	APOBEC2
Apobec3	ENSG00000100298	APOBEC3H
Apobec4	ENSG00000173627	APOBEC4
Apobr	ENSG00000184730	APOBR
Apoc1	ENSG00000130208	APOC1
Apoc2	ENSG00000234906	APOC2
Apoc3	ENSG00000110245	APOC3
Apoc4	ENSG00000267467	APOC4
Apod	ENSG00000189058	APOD
Apof	ENSG00000175336	APOF
Apoh	ENSG00000091583	APOH
Apol11a	ENSG00000100342	APOL1
Apol6	ENSG00000221963	APOL6
Apold1	ENSG00000178878	APOLD1
Apom	ENSG00000204444	APOM
Apoo	ENSG00000184831	APOO
Apool	ENSG00000155008	APOOL
App	ENSG00000142192	APP
Appbp2	ENSG00000062725	APPBP2
Appl1	ENSG00000157500	APPL1
Appl2	ENSG00000136044	APPL2
Aprt	ENSG00000198931	APRT
Aptx	ENSG00000137074	APTX
Aqp1	ENSG00000240583	AQP1
Aqp11	ENSG00000178301	AQP11
Aqp2	ENSG00000167580	AQP2
Aqp3	ENSG00000165272	AQP3
Aqp4	ENSG00000171885	AQP4
Aqp5	ENSG00000161798	AQP5
Aqp6	ENSG00000086159	AQP6
Aqp7	ENSG00000165269	AQP7
Aqp8	ENSG00000103375	AQP8
Aqp9	ENSG00000103569	AQP9
Aqr	ENSG00000021776	AQR
Ar	ENSG00000169083	AR
Araf	ENSG00000078061	ARAF
Arap1	ENSG00000186635	ARAP1
Arap2	ENSG00000047365	ARAP2
Arap3	ENSG00000120318	ARAP3
Arc	ENSG00000198576	ARC
Arcn1	ENSG00000095139	ARCN1
Areg	ENSG00000109321	AREG
Arel1	ENSG00000119682	AREL1
Arf1	ENSG00000143761	ARF1
Arf3	ENSG00000134287	ARF3
Arf5	ENSG00000004059	ARF5
Arf6	ENSG00000165527	ARF6
Arfgap1	ENSG00000101199	ARFGAP1
Arfgap2	ENSG00000149182	ARFGAP2
Arfgap3	ENSG00000242247	ARFGAP3
Arfgef1	ENSG00000066777	ARFGEF1
Arfgef2	ENSG00000124198	ARFGEF2
Arfgef3	ENSG00000112379	ARFGEF3
Arfip1	ENSG00000164144	ARFIP1
Arfip2	ENSG00000132254	ARFIP2
Arfrp1	ENSG00000101246	ARFRP1
Arg1	ENSG00000118520	ARG1
Arg2	ENSG00000081181	ARG2
Arglu1	ENSG00000134884	ARGLU1
Arhgap1	ENSG00000175220	ARHGAP1
Arhgap10	ENSG00000071205	ARHGAP10
Arhgap11a	ENSG00000198826	ARHGAP11A
Arhgap12	ENSG00000165322	ARHGAP12
Arhgap15	ENSG00000075884	ARHGAP15
Arhgap17	ENSG00000140750	ARHGAP17
Arhgap18	ENSG00000146376	ARHGAP18
Arhgap19	ENSG00000213390	ARHGAP19
Arhgap21	ENSG00000107863	ARHGAP21
Arhgap22	ENSG00000128805	ARHGAP22
Arhgap24	ENSG00000138639	ARHGAP24
Arhgap25	ENSG00000163219	ARHGAP25
Arhgap26	ENSG00000145819	ARHGAP26
Arhgap27	ENSG00000159314	ARHGAP27
Arhgap28	ENSG00000088756	ARHGAP28
Arhgap29	ENSG00000137962	ARHGAP29
Arhgap30	ENSG00000186517	ARHGAP30
Arhgap31	ENSG00000031081	ARHGAP31
Arhgap32	ENSG00000134909	ARHGAP32
Arhgap33	ENSG00000004777	ARHGAP33
Arhgap36	ENSG00000147256	ARHGAP36
Arhgap39	ENSG00000147799	ARHGAP39
Arhgap4	ENSG00000089820	ARHGAP4
Arhgap40	ENSG00000124143	ARHGAP40
Arhgap42	ENSG00000165895	ARHGAP42
Arhgap44	ENSG00000006740	ARHGAP44
Arhgap5	ENSG00000100852	ARHGAP5
Arhgap6	ENSG00000047648	ARHGAP6
Arhgap8	ENSG00000241484	ARHGAP8
Arhgap9	ENSG00000123329	ARHGAP9
Arhgdia	ENSG00000141522	ARHGDIA
Arhgdib	ENSG00000111348	ARHGDIB
Arhgdig	ENSG00000242173	ARHGDIG
Arhgef1	ENSG00000076928	ARHGEF1
Arhgef10	ENSG00000104728	ARHGEF10
Arhgef10l	ENSG00000074964	ARHGEF10L
Arhgef11	ENSG00000132694	ARHGEF11
Arhgef12	ENSG00000196914	ARHGEF12
Arhgef15	ENSG00000198844	ARHGEF15
Arhgef16	ENSG00000130762	ARHGEF16
Arhgef17	ENSG00000110237	ARHGEF17
Arhgef18	ENSG00000104880	ARHGEF18
Arhgef19	ENSG00000142632	ARHGEF19
Arhgef2	ENSG00000116584	ARHGEF2
Arhgef25	ENSG00000240771	ARHGEF25
Arhgef26	ENSG00000114790	ARHGEF26
Arhgef28	ENSG00000214944	ARHGEF28
Arhgef3	ENSG00000163947	ARHGEF3
Arhgef33	ENSG00000214694	ARHGEF33
Arhgef37	ENSG00000183111	ARHGEF37
Arhgef39	ENSG00000137135	ARHGEF39
Arhgef40	ENSG00000165801	ARHGEF40
Arhgef5	ENSG00000050327	ARHGEF5
Arhgef6	ENSG00000129675	ARHGEF6
Arhgef7	ENSG00000102606	ARHGEF7
Arhgef9	ENSG00000131089	ARHGEF9
Arid1a	ENSG00000117713	ARID1A
Arid1b	ENSG00000049618	ARID1B
Arid2	ENSG00000189079	ARID2
Arid3a	ENSG00000116017	ARID3A
Arid3b	ENSG00000179361	ARID3B
Arid3c	ENSG00000205143	ARID3C
Arid4a	ENSG00000032219	ARID4A
Arid4b	ENSG00000054267	ARID4B
Arid5a	ENSG00000196843	ARID5A
Arid5b	ENSG00000150347	ARID5B
Arih1	ENSG00000166233	ARIH1
Arih2	ENSG00000177479	ARIH2
Arl1	ENSG00000120805	ARL1
Arl10	ENSG00000175414	ARL10
Arl11	ENSG00000152213	ARL11
Arl13a	ENSG00000174225	ARL13A
Arl13b	ENSG00000169379	ARL13B
Arl14	ENSG00000179674	ARL14
Arl14epl	ENSG00000268223	ARL14EPL
Arl15	ENSG00000185305	ARL15
Arl16	ENSG00000214087	ARL16
Arl2	ENSG00000213465	ARL2
Arl2bp	ENSG00000102931	ARL2BP
Arl3	ENSG00000138175	ARL3
Arl4a	ENSG00000122644	ARL4A
Arl4c	ENSG00000188042	ARL4C
Arl4d	ENSG00000175906	ARL4D
Arl5a	ENSG00000162980	ARL5A
Arl5b	ENSG00000165997	ARL5B
Arl5c	ENSG00000141748	ARL5C
Arl6	ENSG00000113966	ARL6
Arl6ip1	ENSG00000170540	ARL6IP1
Arl6ip4	ENSG00000182196	ARL6IP4
Arl6ip5	ENSG00000144746	ARL6IP5
Arl6ip6	ENSG00000177917	ARL6IP6
Arl8a	ENSG00000143862	ARL8A
Arl8b	ENSG00000134108	ARL8B
Arl9	ENSG00000196503	ARL9
Armc10	ENSG00000170632	ARMC10
Armc12	ENSG00000157343	ARMC12
Armc2	ENSG00000118690	ARMC2
Armc3	ENSG00000165309	ARMC3
Armc5	ENSG00000140691	ARMC5
Armc6	ENSG00000105676	ARMC6
Armc7	ENSG00000125449	ARMC7
Armc8	ENSG00000114098	ARMC8
Armc9	ENSG00000135931	ARMC9
Armcx1	ENSG00000126947	ARMCX1
Armcx2	ENSG00000184867	ARMCX2
Armcx3	ENSG00000102401	ARMCX3
Armcx4	ENSG00000196440	ARMCX4
Armcx5	ENSG00000125962	ARMCX5
Armcx6	ENSG00000198960	ARMCX6
Armt1	ENSG00000146476	ARMT1
Arnt	ENSG00000143437	ARNT
Arnt2	ENSG00000172379	ARNT2
Arpc1a	ENSG00000241685	ARPC1A
Arpc1b	ENSG00000130429	ARPC1B
Arpc2	ENSG00000163466	ARPC2
Arpc3	ENSG00000111229	ARPC3
Arpc4	ENSG00000241553	ARPC4
Arpc5	ENSG00000162704	ARPC5
Arpc5l	ENSG00000136950	ARPC5L
Arpp19	ENSG00000128989	ARPP19
Arpp21	ENSG00000172995	ARPP21
Arr3	ENSG00000120500	ARR3
Arrb1	ENSG00000137486	ARRB1
Arrb2	ENSG00000141480	ARRB2
Arrdc1	ENSG00000197070	ARRDC1
Arrdc2	ENSG00000105643	ARRDC2
Arrdc3	ENSG00000113369	ARRDC3
Arrdc4	ENSG00000140450	ARRDC4
Arrdc5	ENSG00000205784	ARRDC5
Arsa	ENSG00000100299	ARSA
Arsb	ENSG00000113273	ARSB
Arsg	ENSG00000141337	ARSG
Arsi	ENSG00000183876	ARSI
Arsj	ENSG00000180801	ARSJ
Arsk	ENSG00000164291	ARSK
Art1	ENSG00000129744	ART1
Art3	ENSG00000156219	ART3
Art4	ENSG00000111339	ART4
Art5	ENSG00000167311	ART5
Artn	ENSG00000117407	ARTN
Arv1	ENSG00000173409	ARV1
Arvcf	ENSG00000099889	ARVCF
Asah1	ENSG00000104763	ASAH1
Asah2	ENSG00000188611	ASAH2
Asap1	ENSG00000153317	ASAP1
Asap2	ENSG00000151693	ASAP2
Asap3	ENSG00000088280	ASAP3
Asb1	ENSG00000065802	ASB1
Asb10	ENSG00000146926	ASB10
Asb12	ENSG00000198881	ASB12
Asb13	ENSG00000196372	ASB13
Asb14	ENSG00000239388	ASB14
Asb15	ENSG00000146809	ASB15
Asb16	ENSG00000161664	ASB16
Asb17	ENSG00000154007	ASB17
Asb18	ENSG00000182177	ASB18
Asb2	ENSG00000100628	ASB2
Asb3	ENSG00000115239	ASB3
Asb4	ENSG00000005981	ASB4
Asb5	ENSG00000164122	ASB5
Asb6	ENSG00000148331	ASB6
Asb7	ENSG00000183475	ASB7
Asb8	ENSG00000177981	ASB8
Asb9	ENSG00000102048	ASB9
Ascc1	ENSG00000138303	ASCC1
Ascc2	ENSG00000100325	ASCC2
Ascc3	ENSG00000112249	ASCC3
Ascl1	ENSG00000139352	ASCL1
Ascl2	ENSG00000183734	ASCL2
Ascl3	ENSG00000176009	ASCL3
Ascl4	ENSG00000187855	ASCL4
Ascl5	ENSG00000232237	ASCL5
Asf1a	ENSG00000111875	ASF1A
Asf1b	ENSG00000105011	ASF1B
Asgr1	ENSG00000141505	ASGR1
Asgr2	ENSG00000161944	ASGR2
Ash1l	ENSG00000116539	ASH1L
Ash2l	ENSG00000129691	ASH2L
Asic1	ENSG00000110881	ASIC1
Asic2	ENSG00000108684	ASIC2
Asic3	ENSG00000213199	ASIC3
Asic4	ENSG00000072182	ASIC4
Asic5	ENSG00000256394	ASIC5
Asl	ENSG00000126522	ASL
Asns	ENSG00000070669	ASNS
Asnsd1	ENSG00000138381	ASNSD1
Aspa	ENSG00000108381	ASPA
Aspdh	ENSG00000204653	ASPDH
Aspg	ENSG00000166183	ASPG
Asph	ENSG00000198363	ASPH
Asphd1	ENSG00000174939	ASPHD1
Asphd2	ENSG00000128203	ASPHD2
Aspm	ENSG00000066279	ASPM
Aspn	ENSG00000106819	ASPN
Asprv1	ENSG00000244617	ASPRV1
Aspscr1	ENSG00000169696	ASPSCR1
Asrgl1	ENSG00000162174	ASRGL1
Ass1	ENSG00000130707	ASS1
Aste1	ENSG00000034533	ASTE1
Astl	ENSG00000188886	ASTL
Astn1	ENSG00000152092	ASTN1
Astn2	ENSG00000148219	ASTN2
Asxl1	ENSG00000171456	ASXL1
Asxl2	ENSG00000143970	ASXL2
Asxl3	ENSG00000141431	ASXL3
Asz1	ENSG00000154438	ASZ1
Atad1	ENSG00000138138	ATAD1
Atad2	ENSG00000156802	ATAD2
Atad2b	ENSG00000119778	ATAD2B
Atad5	ENSG00000176208	ATAD5
Atat1	ENSG00000137343	ATAT1
Atcay	ENSG00000167654	ATCAY
Ate1	ENSG00000107669	ATE1
Atf1	ENSG00000123268	ATF1
Atf2	ENSG00000115966	ATF2
Atf3	ENSG00000162772	ATF3
Atf4	ENSG00000128272	ATF4
Atf5	ENSG00000169136	ATF5
Atf6	ENSG00000118217	ATF6
Atf6b	ENSG00000213676	ATF6B
Atf7ip	ENSG00000171681	ATF7IP
Atf7ip2	ENSG00000166669	ATF7IP2
Atg10	ENSG00000152348	ATG10
Atg101	ENSG00000123395	ATG101
Atg12	ENSG00000145782	ATG12
Atg13	ENSG00000175224	ATG13
Atg14	ENSG00000126775	ATG14
Atg16l1	ENSG00000085978	ATG16L1
Atg16l2	ENSG00000168010	ATG16L2
Atg2a	ENSG00000110046	ATG2A
Atg2b	ENSG00000066739	ATG2B
Atg3	ENSG00000144848	ATG3
Atg4b	ENSG00000168397	ATG4B
Atg4c	ENSG00000125703	ATG4C
Atg4d	ENSG00000130734	ATG4D
Atg5	ENSG00000057663	ATG5
Atg7	ENSG00000197548	ATG7
Atg9a	ENSG00000198925	ATG9A
Atg9b	ENSG00000181652	ATG9B
Atic	ENSG00000138363	ATIC
Atl1	ENSG00000198513	ATL1
Atl2	ENSG00000119787	ATL2
Atl3	ENSG00000184743	ATL3
Atm	ENSG00000149311	ATM
Atmin	ENSG00000166454	ATMIN
Atn1	ENSG00000111676	ATN1
Atoh1	ENSG00000172238	ATOH1
Atoh7	ENSG00000179774	ATOH7
Atoh8	ENSG00000168874	ATOH8
Atox1	ENSG00000177556	ATOX1
Atp10a	ENSG00000206190	ATP10A
Atp10b	ENSG00000118322	ATP10B
Atp11a	ENSG00000068650	ATP11A
Atp11b	ENSG00000058063	ATP11B
Atp11c	ENSG00000101974	ATP11C
Atp12a	ENSG00000075673	ATP12A
Atp13a1	ENSG00000105726	ATP13A1
Atp13a2	ENSG00000159363	ATP13A2
Atp13a3	ENSG00000133657	ATP13A3
Atp13a4	ENSG00000127249	ATP13A4
Atp13a5	ENSG00000187527	ATP13A5
Atp1a1	ENSG00000163399	ATP1A1
Atp1a2	ENSG00000018625	ATP1A2
Atp1a4	ENSG00000132681	ATP1A4
Atp1b1	ENSG00000143153	ATP1B1
Atp1b2	ENSG00000129244	ATP1B2
Atp1b3	ENSG00000069849	ATP1B3
Atp1b4	ENSG00000101892	ATP1B4
Atp2a1	ENSG00000196296	ATP2A1
Atp2a2	ENSG00000174437	ATP2A2
Atp2a3	ENSG00000074370	ATP2A3
Atp2b1	ENSG00000070961	ATP2B1
Atp2b2	ENSG00000157087	ATP2B2
Atp2b3	ENSG00000067842	ATP2B3
Atp2b4	ENSG00000058668	ATP2B4
Atp2c1	ENSG00000017260	ATP2C1
Atp2c2	ENSG00000064270	ATP2C2
Atp4a	ENSG00000105675	ATP4A
Atp4b	ENSG00000186009	ATP4B
Atp6ap1	ENSG00000071553	ATP6AP1
Atp6ap1l	ENSG00000205464	ATP6AP1L
Atp6ap2	ENSG00000182220	ATP6AP2
Atp6v0a1	ENSG00000033627	ATP6V0A1
Atp6v0a4	ENSG00000105929	ATP6V0A4
Atp6v0b	ENSG00000117410	ATP6V0B
Atp6v0c	ENSG00000185883	ATP6V0C
Atp6v0d1	ENSG00000159720	ATP6V0D1
Atp6v0d2	ENSG00000147614	ATP6V0D2
Atp6v0e	ENSG00000113732	ATP6V0E1
Atp6v0e2	ENSG00000171130	ATP6V0E2
Atp6v1a	ENSG00000114573	ATP6V1A
Atp6v1b1	ENSG00000116039	ATP6V1B1
Atp6v1b2	ENSG00000147416	ATP6V1B2
Atp6v1c1	ENSG00000155097	ATP6V1C1
Atp6v1c2	ENSG00000143882	ATP6V1C2
Atp6v1d	ENSG00000100554	ATP6V1D
Atp6v1e1	ENSG00000131100	ATP6V1E1
Atp6v1e2	ENSG00000250565	ATP6V1E2
Atp6v1f	ENSG00000128524	ATP6V1F
Atp6v1g1	ENSG00000136888	ATP6V1G1
Atp6v1g2	ENSG00000213760	ATP6V1G2
Atp6v1g3	ENSG00000151418	ATP6V1G3
Atp6v1h	ENSG00000047249	ATP6V1H
Atp7a	ENSG00000165240	ATP7A
Atp7b	ENSG00000123191	ATP7B
Atp8a1	ENSG00000124406	ATP8A1
Atp8a2	ENSG00000132932	ATP8A2
Atp8b1	ENSG00000081923	ATP8B1
Atp8b2	ENSG00000143515	ATP8B2
Atp8b3	ENSG00000130270	ATP8B3
Atp8b4	ENSG00000104043	ATP8B4
Atp8b5	ENSG00000179766	ATP8B5P
Atp9a	ENSG00000054793	ATP9A
Atp9b	ENSG00000166377	ATP9B
Atpaf1	ENSG00000123472	ATPAF1
Atpaf2	ENSG00000171953	ATPAF2
Atr	ENSG00000175054	ATR
Atraid	ENSG00000138085	ATRAID
Atrip	ENSG00000164053	ATRIP
Atrn	ENSG00000088812	ATRN
Atrnl1	ENSG00000107518	ATRNL1
Atrx	ENSG00000085224	ATRX
Atxn1	ENSG00000124788	ATXN1
Atxn10	ENSG00000130638	ATXN10
Atxn1l	ENSG00000224470	ATXN1L
Atxn2	ENSG00000204842	ATXN2
Atxn2l	ENSG00000168488	ATXN2L
Atxn3	ENSG00000066427	ATXN3
Atxn7	ENSG00000163635	ATXN7
Atxn7l1	ENSG00000146776	ATXN7L1
Atxn7l2	ENSG00000162650	ATXN7L2
Atxn7l3	ENSG00000087152	ATXN7L3
Atxn7l3b	ENSG00000253719	ATXN7L3B
AU021092	ENSG00000153446	C16orf89
AU022252	ENSG00000164008	C1orf50
AU040320	ENSG00000142687	KIAA0319L
Auh	ENSG00000148090	AUH
Aunip	ENSG00000127423	AUNIP
Aup1	ENSG00000115307	AUP1
Aurka	ENSG00000087586	AURKA
Aurkaip1	ENSG00000175756	AURKAIP1
Aurkb	ENSG00000178999	AURKB
Aurkc	ENSG00000105146	AURKC
Aven	ENSG00000169857	AVEN
Avil	ENSG00000135407	AVIL
Avl9	ENSG00000105778	AVL9
Avp	ENSG00000101200	AVP
Avpi1	ENSG00000119986	AVPI1
Avpr1a	ENSG00000166148	AVPR1A
Avpr1b	ENSG00000198049	AVPR1B
Avpr2	ENSG00000126895	AVPR2
AW209491	ENSG00000136197	C7orf25
Awat1	ENSG00000204195	AWAT1
Awat2	ENSG00000147160	AWAT2
Axin1	ENSG00000103126	AXIN1
Axin2	ENSG00000168646	AXIN2
Axl	ENSG00000167601	AXL
Azgp1	ENSG00000160862	AZGP1
Azi2	ENSG00000163512	AZI2
Azin1	ENSG00000155096	AZIN1
B230219D22Rik	ENSG00000181904	C5orf24
B2m	ENSG00000166710	B2M
B3galnt1	ENSG00000169255	B3GALNT1
B3galnt2	ENSG00000162885	B3GALNT2
B3galt1	ENSG00000172318	B3GALT1
B3galt2	ENSG00000162630	B3GALT2
B3galt4	ENSG00000235863	B3GALT4
B3galt5	ENSG00000183778	B3GALT5
B3galt6	ENSG00000176022	B3GALT6
B3gat1	ENSG00000109956	B3GAT1
B3gat2	ENSG00000112309	B3GAT2
B3gat3	ENSG00000149541	B3GAT3
B3gnt3	ENSG00000179913	B3GNT3
B3gnt4	ENSG00000176383	B3GNT4
B3gnt5	ENSG00000176597	B3GNT5
B3gnt6	ENSG00000198488	B3GNT6
B3gnt7	ENSG00000156966	B3GNT7
B3gnt8	ENSG00000177191	B3GNT8
B3gnt9	ENSG00000237172	B3GNT9
B3gntl1	ENSG00000175711	B3GNTL1
B4galnt1	ENSG00000135454	B4GALNT1
B4galnt2	ENSG00000167080	B4GALNT2
B4galnt3	ENSG00000139044	B4GALNT3
B4galnt4	ENSG00000182272	B4GALNT4
