id	ensembl_gene_id	hgnc_symbol	entrezgene_id	official	Enrichment	pos.rank	neg.rank
WDR46	ENSG00000227057	WDR46	9277	WDR46	-1.41978	18560	345
NPHP1	ENSG00000144061	NPHP1	4867	NPHP1	-1.4190095	18559	346
AK8	ENSG00000165695	AK8	158067	AK8	-1.418285	18558	347
CERS6	ENSG00000172292	CERS6	253782	CERS6	-1.41825	18557	348
LOC100129697	NA	LOC100129697	NA	LOC100129697	-1.417495	18556	349
TRIM51	ENSG00000124900	TRIM51	84767	TRIM51	-1.41624	18555	350
FCGRT	ENSG00000104870	FCGRT	2217	FCGRT	-1.41511	18554	351
PTBP3	ENSG00000119314	PTBP3	9991	PTBP3	-1.4126	18553	352
IRAK1BP1	ENSG00000146243	IRAK1BP1	134728	IRAK1BP1	-1.4099	18552	353
CAPSL	ENSG00000152611	CAPSL	133690	CAPSL	-1.40981	18551	354
TRIM13	ENSG00000204977	TRIM13	10206	TRIM13	-1.40913	18550	355
PWWP2B	ENSG00000171813	PWWP2B	170394	PWWP2B	-1.40502	18549	356
TRIM46	ENSG00000163462	TRIM46	80128	TRIM46	-1.40462	18548	357
CGB	ENSG00000104827	CGB3	1082	CGB3	-1.404025	18547	358
SRSF1	ENSG00000136450	SRSF1	6426	SRSF1	-1.40301	18546	359
HSPB8	ENSG00000152137	HSPB8	26353	HSPB8	-1.399	18545	360
USP47	ENSG00000170242	USP47	55031	USP47	-1.39825	18544	361
MLANA	ENSG00000120215	MLANA	2315	MLANA	-1.397595	18543	362
USP20	ENSG00000136878	USP20	10868	USP20	-1.3967225	18542	363
HMGCLL1	ENSG00000146151	HMGCLL1	54511	HMGCLL1	-1.395255	18541	364
GP1BB	ENSG00000203618	GP1BB	2812	GP1BB	-1.39375	18540	365
HIC2	ENSG00000169635	HIC2	23119	HIC2	-1.39365	18539	366
GPAT2	ENSG00000186281	GPAT2	150763	GPAT2	-1.39199	18538	367
ZNF197	ENSG00000186448	ZNF197	10168	ZNF197	-1.39135	18537	368
SPP2	ENSG00000072080	SPP2	6694	SPP2	-1.39121	18536	369
AHNAK2	ENSG00000185567	AHNAK2	113146	AHNAK2	-1.389765	18535	370
GIPC1	ENSG00000123159	GIPC1	10755	GIPC1	-1.38975	18534	371
C2orf83	ENSG00000042304	C2orf83	56918	C2orf83	-1.38928	18533	372
PSMA1	ENSG00000129084	PSMA1	5682	PSMA1	-1.389175	18532	373
CA9	ENSG00000107159	CA9	768	CA9	-1.388645	18531	374
LGALSL	ENSG00000119862	LGALSL	29094	LGALSL	-1.388385	18530	375
PPP4R2	ENSG00000163605	PPP4R2	151987	PPP4R2	-1.38785	18529	376
FSIP1	ENSG00000150667	FSIP1	161835	FSIP1	-1.387665	18528	377
ARX	ENSG00000004848	ARX	170302	ARX	-1.3875	18527	378
RCN1	ENSG00000049449	RCN1	5954	RCN1	-1.386955	18526	379
AMPD1	ENSG00000116748	AMPD1	270	AMPD1	-1.3864105	18525	380
SDR16C5	ENSG00000170786	SDR16C5	195814	SDR16C5	-1.384625	18524	381
KRT222	ENSG00000213424	KRT222	125113	KRT222	-1.384065	18523	382
TEPP	ENSG00000159648	SPMIP8	374739	SPMIP8	-1.383	18522	383
TOB2	ENSG00000183864	TOB2	10766	TOB2	-1.38126	18521	384
IL12B	ENSG00000113302	IL12B	3593	IL12B	-1.381105	18520	385
RBM20	ENSG00000203867	RBM20	282996	RBM20	-1.380985	18519	386
CDR1	ENSG00000288642	CDR1	1038	CDR1	-1.37914	18518	387
SIGLEC6	ENSG00000105492	SIGLEC6	946	SIGLEC6	-1.3789145	18517	388
CD37	ENSG00000104894	CD37	951	CD37	-1.376957	18516	389
TSHZ2	ENSG00000182463	TSHZ2	128553	TSHZ2	-1.376555	18515	390
CENPU	ENSG00000151725	CENPU	79682	CENPU	-1.37654	18514	391
FAM153B	NA	FAM153B	NA	FAM153B	-1.37625	18513	392
CA3	ENSG00000164879	CA3	761	CA3	-1.3762	18512	393
PDK3	ENSG00000067992	PDK3	5165	PDK3	-1.375885	18511	394
MCRS1	ENSG00000187778	MCRS1	10445	MCRS1	-1.3742	18510	395
NEUROG3	ENSG00000122859	NEUROG3	50674	NEUROG3	-1.371282	18509	396
CDH3	ENSG00000062038	CDH3	1001	CDH3	-1.3699	18508	397
IFIT2	ENSG00000119922	IFIT2	3433	IFIT2	-1.3697	18507	398
SLC41A2	ENSG00000136052	SLC41A2	84102	SLC41A2	-1.36875	18506	399
NPAS4	ENSG00000174576	NPAS4	266743	NPAS4	-1.3687	18505	400
HOXC9	ENSG00000180806	HOXC9	3225	HOXC9	-1.3659	18504	401
CST6	ENSG00000175315	CST6	1474	CST6	-1.36558	18503	402
IL1RAPL2	ENSG00000189108	IL1RAPL2	26280	IL1RAPL2	-1.36434	18502	403
KRBOX1	ENSG00000240747	KRBOX1	100506243	KRBOX1	-1.3641	18501	404
NFKBIE	ENSG00000146232	NFKBIE	4794	NFKBIE	-1.364	18500	405
CHST9	ENSG00000154080	CHST9	83539	CHST9	-1.36358	18499	406
LOC401052	NA	NA	NA	NA	-1.36147	18498	407
FOSL1	ENSG00000175592	FOSL1	8061	FOSL1	-1.35994	18497	408
DES	ENSG00000175084	DES	1674	DES	-1.3588	18496	409
TNFSF13B	ENSG00000102524	TNFSF13B	10673	TNFSF13B	-1.35815	18495	410
MYO1D	ENSG00000176658	MYO1D	4642	MYO1D	-1.357535	18494	411
DUSP4	ENSG00000120875	DUSP4	1846	DUSP4	-1.3565	18493	412
USP17L22	ENSG00000248933	USP17L22	100287513	USP17L22	-1.35636	18492	413
C19orf70	ENSG00000174917	MICOS13	125988	MICOS13	-1.35425	18491	414
MAD2L2	ENSG00000116670	MAD2L2	10459	MAD2L2	-1.35362	18490	415
ZNF75A	ENSG00000162086	ZNF75A	7627	ZNF75A	-1.35358	18489	416
ASAP1	ENSG00000153317	ASAP1	50807	ASAP1	-1.35016	18488	417
WDR37	ENSG00000047056	WDR37	22884	WDR37	-1.349265	18487	418
TAS2R41	ENSG00000221855	TAS2R41	259287	TAS2R41	-1.348665	18486	419
EFEMP1	ENSG00000115380	EFEMP1	2202	EFEMP1	-1.347865	18485	420
GFRA1	ENSG00000151892	GFRA1	2674	GFRA1	-1.347795	18484	421
PUM1	ENSG00000134644	PUM1	9698	PUM1	-1.346105	18483	422
GABARAP	ENSG00000170296	GABARAP	11337	GABARAP	-1.34389	18482	423
LARP7	ENSG00000174720	LARP7	51574	LARP7	-1.34374	18481	424
PLA2G1B	ENSG00000170890	PLA2G1B	5319	PLA2G1B	-1.343655	18480	425
NT5E	ENSG00000135318	NT5E	4907	NT5E	-1.342755	18479	426
UQCC1	ENSG00000101019	UQCC1	55245	UQCC1	-1.34263	18478	427
MFSD11	ENSG00000092931	MFSD11	79157	MFSD11	-1.34156	18477	428
NUP50	ENSG00000093000	NUP50	10762	NUP50	-1.33803	18476	429
SDHC	ENSG00000143252	SDHC	6391	SDHC	-1.33781	18475	430
RHOXF1	ENSG00000101883	RHOXF1	158800	RHOXF1	-1.33765	18474	431
SHROOM3	ENSG00000138771	SHROOM3	57619	SHROOM3	-1.337105	18473	432
YTHDC2	ENSG00000047188	YTHDC2	64848	YTHDC2	-1.33598	18472	433
MCHR1	ENSG00000128285	MCHR1	2847	MCHR1	-1.33519	18471	434
ZNF609	ENSG00000180357	ZNF609	23060	ZNF609	-1.333986	18470	435
RAB7A	ENSG00000075785	RAB7A	7879	RAB7A	-1.3333	18469	436
DHRSX	ENSG00000169084	DHRSX	207063	DHRSX	-1.332795	18468	437
ANO2	ENSG00000047617	ANO2	57101	ANO2	-1.332335	18467	438
TSGA10	ENSG00000135951	TSGA10	80705	TSGA10	-1.33211665	18466	439
EPS8L2	ENSG00000177106	EPS8L2	64787	EPS8L2	-1.329325	18465	440
COX7A2	ENSG00000112695	COX7A2	1347	COX7A2	-1.329295	18464	441
C5orf34	ENSG00000172244	C5orf34	375444	C5orf34	-1.328905	18463	442
AKNAD1	ENSG00000162641	AKNAD1	254268	AKNAD1	-1.328795	18462	443
ABHD3	ENSG00000158201	ABHD3	171586	ABHD3	-1.32729	18461	444
ZNF619	ENSG00000177873	ZNF619	285267	ZNF619	-1.3264	18460	445
TMEM160	ENSG00000130748	TMEM160	54958	TMEM160	-1.325531	18459	446
AFMID	ENSG00000183077	AFMID	125061	AFMID	-1.32552	18458	447
SNCA	ENSG00000145335	SNCA	6622	SNCA	-1.3252	18457	448
SYN1	ENSG00000008056	SYN1	6853	SYN1	-1.32475	18456	449
NPIPA5	ENSG00000183793	NPIPA5	100288332	NPIPA5	-1.324	18455	450
FAM162A	ENSG00000114023	FAM162A	26355	FAM162A	-1.3239	18454	451
FAM49B	ENSG00000153310	CYRIB	51571	CYRIB	-1.323575	18453	452
TOMM22	ENSG00000100216	TOMM22	56993	TOMM22	-1.323415	18452	453
MAPK3	ENSG00000102882	MAPK3	5595	MAPK3	-1.32313	18451	454
PRICKLE2	ENSG00000163637	PRICKLE2	166336	PRICKLE2	-1.322865	18450	455
HEXIM1	ENSG00000186834	HEXIM1	10614	HEXIM1	-1.32215	18449	456
ARHGEF1	ENSG00000076928	ARHGEF1	9138	ARHGEF1	-1.3196	18448	457
RNASE7	ENSG00000165799	RNASE7	84659	RNASE7	-1.318785	18447	458
LIPN	ENSG00000204020	LIPN	643418	LIPN	-1.31726	18446	459
TDRD3	ENSG00000083544	TDRD3	81550	TDRD3	-1.3158	18445	460
TMC8	ENSG00000167895	TMC8	147138	TMC8	-1.31435	18444	461
CLRN1	ENSG00000163646	CLRN1	7401	CLRN1	-1.31411	18443	462
ALDH3A2	ENSG00000072210	ALDH3A2	224	ALDH3A2	-1.313895	18442	463
GALP	ENSG00000197487	GALP	85569	GALP	-1.31328	18441	464
NOTO	ENSG00000214513	NOTO	344022	NOTO	-1.312375	18440	465
FFAR2	ENSG00000126262	FFAR2	2867	FFAR2	-1.311585	18439	466
ATF4	ENSG00000128272	ATF4	468	ATF4	-1.310365	18438	467
SDCCAG8	ENSG00000054282	SDCCAG8	10806	SDCCAG8	-1.309805	18437	468
TMSB15A	ENSG00000158164	TMSB15A	11013	TMSB15A	-1.30955	18436	469
ATP6V0D1	ENSG00000159720	ATP6V0D1	9114	ATP6V0D1	-1.308925	18435	470
TYROBP	ENSG00000011600	TYROBP	7305	TYROBP	-1.308635	18434	471
XKR4	ENSG00000206579	XKR4	114786	XKR4	-1.30845	18433	472
BCORL1	ENSG00000085185	BCORL1	63035	BCORL1	-1.30835	18432	473
TRPM1	ENSG00000134160	TRPM1	4308	TRPM1	-1.30778	18431	474
IGFBP4	ENSG00000141753	IGFBP4	3487	IGFBP4	-1.3073	18430	475
EFNA3	ENSG00000143590	EFNA3	1944	EFNA3	-1.307025	18429	476
FARSA	ENSG00000179115	FARSA	2193	FARSA	-1.304675	18428	477
KCTD16	ENSG00000183775	KCTD16	57528	KCTD16	-1.30405	18427	478
CT45A5	ENSG00000228836	CT45A5	441521	CT45A5	-1.30335	18426	479
EPM2AIP1	ENSG00000178567	EPM2AIP1	9852	EPM2AIP1	-1.302755	18425	480
KIAA0895L	ENSG00000196123	MATCAP1	653319	MATCAP1	-1.3023	18424	481
APTX	ENSG00000137074	APTX	54840	APTX	-1.3019	18423	482
RSU1	ENSG00000148484	RSU1	6251	RSU1	-1.30168	18422	483
SEC23A	ENSG00000100934	SEC23A	10484	SEC23A	-1.300875	18421	484
GNG7	ENSG00000176533	GNG7	2788	GNG7	-1.30007	18420	485
TMEM168	ENSG00000146802	TMEM168	64418	TMEM168	-1.29864	18419	486
SIGLEC5	ENSG00000105501	SIGLEC5	8778	SIGLEC5	-1.2980045	18418	487
RAB33B	ENSG00000172007	RAB33B	83452	RAB33B	-1.296615	18417	488
AFTPH	ENSG00000119844	AFTPH	54812	AFTPH	-1.29642	18416	489
CCDC125	ENSG00000183323	CCDC125	202243	CCDC125	-1.295905	18415	490
LLGL2	ENSG00000073350	LLGL2	3993	LLGL2	-1.295775	18414	491
PTBP2	ENSG00000117569	PTBP2	58155	PTBP2	-1.2949125	18413	492
H3F3A	ENSG00000163041	H3-3A	3020	H3-3A	-1.294615	18412	493
RBM14	ENSG00000239306	RBM14	10432	RBM14	-1.29322	18411	494
FAM161B	ENSG00000156050	FAM161B	145483	FAM161B	-1.293105	18410	495
ZWINT	ENSG00000122952	ZWINT	11130	ZWINT	-1.2928935	18409	496
AGRP	ENSG00000159723	AGRP	181	AGRP	-1.29261	18408	497
DSE	ENSG00000111817	DSE	29940	DSE	-1.29227	18407	498
ETNK2	ENSG00000143845	ETNK2	55224	ETNK2	-1.29196	18406	499
PHYH	ENSG00000107537	PHYH	5264	PHYH	-1.291465	18405	500
PSMD3	ENSG00000108344	PSMD3	5709	PSMD3	-1.29126	18404	501
MCM4	ENSG00000104738	MCM4	4173	MCM4	-1.2885	18403	502
TMEM167A	ENSG00000174695	TMEM167A	153339	TMEM167A	-1.28825	18402	503
SSTR4	ENSG00000132671	SSTR4	6754	SSTR4	-1.28815	18401	504
NRBP2	ENSG00000185189	NRBP2	340371	NRBP2	-1.288131	18400	505
ARHGAP30	ENSG00000186517	ARHGAP30	257106	ARHGAP30	-1.2881	18399	506
SF3A1	ENSG00000099995	SF3A1	10291	SF3A1	-1.2879255	18398	507
C18orf54	ENSG00000166845	C18orf54	162681	C18orf54	-1.28765	18397	508
PDZD3	ENSG00000172367	NHERF4	79849	NHERF4	-1.28723	18396	509
NAP1L3	ENSG00000186310	NAP1L3	4675	NAP1L3	-1.28418	18395	510
ADAM32	ENSG00000197140	ADAM32	203102	ADAM32	-1.2835	18394	511
NUP62	ENSG00000213024	NUP62	23636	NUP62	-1.28337	18393	512
SDAD1	ENSG00000198301	SDAD1	55153	SDAD1	-1.28268	18392	513
HIST1H2AB	ENSG00000278463	H2AC4	8335	H2AC4	-1.282505	18391	514
MMP25	ENSG00000008516	MMP25	64386	MMP25	-1.28218	18390	515
HSP90AB1	ENSG00000096384	HSP90AB1	3326	HSP90AB1	-1.28099	18389	516
DMRTC1	ENSG00000269502	DMRTC1	63947	DMRTC1	-1.28085	18388	517
CCDC182	ENSG00000166329	CCDC182	101927581	CCDC182	-1.28076	18387	518
FDPS	ENSG00000160752	FDPS	2224	FDPS	-1.280145	18386	519
SLC35E4	ENSG00000100036	SLC35E4	339665	SLC35E4	-1.2798	18385	520
ZNF385B	ENSG00000144331	ZNF385B	151126	ZNF385B	-1.279625	18384	521
FAHD2B	ENSG00000144199	FAHD2B	151313	FAHD2B	-1.27787	18383	522
AKR1B1	ENSG00000085662	AKR1B1	231	AKR1B1	-1.277835	18382	523
SLC2A11	ENSG00000133460	SLC2A11	66035	SLC2A11	-1.276	18381	524
ART3	ENSG00000156219	ART3	419	ART3	-1.27492	18380	525
DEPTOR	ENSG00000155792	DEPTOR	64798	DEPTOR	-1.27482	18379	526
TCEAL8	ENSG00000180964	TCEAL8	90843	TCEAL8	-1.274304	18378	527
NPEPPS	ENSG00000141279	NPEPPS	9520	NPEPPS	-1.273665	18377	528
CDC42SE2	ENSG00000158985	CDC42SE2	56990	CDC42SE2	-1.27313	18376	529
SDS	ENSG00000135094	SDS	10993	SDS	-1.273115	18375	530
GPR62	ENSG00000180929	GPR62	118442	GPR62	-1.27285	18374	531
ASL	ENSG00000126522	ASL	435	ASL	-1.271295	18373	532
SPDL1	ENSG00000040275	SPDL1	54908	SPDL1	-1.27035	18372	533
MTA1	ENSG00000182979	MTA1	9112	MTA1	-1.270185	18371	534
ANKK1	ENSG00000170209	ANKK1	255239	ANKK1	-1.2684225	18370	535
VPS41	ENSG00000006715	VPS41	27072	VPS41	-1.26822	18369	536
PPAP2A	ENSG00000067113	PLPP1	8611	PLPP1	-1.268205	18368	537
PRDM1	ENSG00000057657	PRDM1	639	PRDM1	-1.267525	18367	538
FLT3	ENSG00000122025	FLT3	2322	FLT3	-1.26726	18366	539
ZMYM5	ENSG00000132950	ZMYM5	9205	ZMYM5	-1.2668	18365	540
CFAP69	ENSG00000105792	CFAP69	79846	CFAP69	-1.265855	18364	541
RNASE3	ENSG00000169397	RNASE3	6037	RNASE3	-1.2658	18363	542
HNRNPCL3	ENSG00000277058	HNRNPCL3	649330	HNRNPCL3	-1.26508	18362	543
RFC2	ENSG00000049541	RFC2	5982	RFC2	-1.264895	18361	544
NCK1	ENSG00000158092	NCK1	4690	NCK1	-1.264575	18360	545
KCTD10	ENSG00000110906	KCTD10	83892	KCTD10	-1.2639	18359	546
UCN	ENSG00000163794	UCN	7349	UCN	-1.263135	18358	547
GRM5	ENSG00000168959	GRM5	2915	GRM5	-1.261935	18357	548
JAK1	ENSG00000162434	JAK1	3716	JAK1	-1.261805	18356	549
FAM159B	ENSG00000145642	SHISAL2B	100132916	SHISAL2B	-1.26175	18355	550
PANK1	ENSG00000152782	PANK1	53354	PANK1	-1.26152	18354	551
KLHL38	ENSG00000175946	KLHL38	340359	KLHL38	-1.26139	18353	552
ZNF239	ENSG00000196793	ZNF239	8187	ZNF239	-1.261339	18352	553
ASB13	ENSG00000196372	ASB13	79754	ASB13	-1.260925	18351	554
YAF2	ENSG00000015153	YAF2	10138	YAF2	-1.25949	18350	555
ARL6IP4	ENSG00000182196	ARL6IP4	51329	ARL6IP4	-1.259175	18349	556
NADK	ENSG00000008130	NADK	65220	NADK	-1.257995	18348	557
KCNA1	ENSG00000111262	KCNA1	3736	KCNA1	-1.25787	18347	558
KLRF1	ENSG00000150045	KLRF1	51348	KLRF1	-1.25763	18346	559
SEMA3A	ENSG00000075213	SEMA3A	10371	SEMA3A	-1.257588	18345	560
RAB13	ENSG00000143545	RAB13	5872	RAB13	-1.256615	18344	561
LCE5A	ENSG00000186207	LCE5A	254910	LCE5A	-1.255565	18343	562
CDIPT	ENSG00000103502	CDIPT	10423	CDIPT	-1.25328	18342	563
REEP6	ENSG00000115255	REEP6	92840	REEP6	-1.25325	18341	564
PRPSAP1	ENSG00000161542	PRPSAP1	5635	PRPSAP1	-1.25246	18340	565
PHRF1	ENSG00000070047	PHRF1	57661	PHRF1	-1.251685	18339	566
SLC29A3	ENSG00000198246	SLC29A3	55315	SLC29A3	-1.251175	18338	567
CLEC4M	ENSG00000104938	CLEC4M	10332	CLEC4M	-1.2506	18337	568
TSNAXIP1	ENSG00000102904	TSNAXIP1	55815	TSNAXIP1	-1.2501	18336	569
FMN2	ENSG00000155816	FMN2	56776	FMN2	-1.24952	18335	570
TP53I11	ENSG00000175274	TP53I11	9537	TP53I11	-1.24946	18334	571
POLR3F	ENSG00000132664	POLR3F	10621	POLR3F	-1.247635	18333	572
CPNE9	ENSG00000144550	CPNE9	151835	CPNE9	-1.2463	18332	573
TAX1BP3	ENSG00000213977	TAX1BP3	30851	TAX1BP3	-1.24617	18331	574
SEMA4F	ENSG00000135622	SEMA4F	10505	SEMA4F	-1.2458565	18330	575
WDR76	ENSG00000092470	WDR76	79968	WDR76	-1.24551	18329	576
CBS	ENSG00000160200	CBS	875	CBS	-1.24541	18328	577
KIF26B	ENSG00000162849	KIF26B	55083	KIF26B	-1.2446975	18327	578
TFDP2	ENSG00000114126	TFDP2	7029	TFDP2	-1.24416	18326	579
KANK3	ENSG00000186994	KANK3	256949	KANK3	-1.243625	18325	580
DNAL1	ENSG00000119661	DNAL1	83544	DNAL1	-1.2433	18324	581
SMCO3	ENSG00000179256	SMCO3	440087	SMCO3	-1.24239	18323	582
RFESD	ENSG00000175449	RFESD	317671	RFESD	-1.242165	18322	583
RPL15	ENSG00000174748	RPL15	6138	RPL15	-1.241	18321	584
UNG	ENSG00000076248	UNG	7374	UNG	-1.24085	18320	585
TMX4	ENSG00000125827	TMX4	56255	TMX4	-1.2405	18319	586
TONSL	ENSG00000160949	TONSL	4796	TONSL	-1.2397	18318	587
MRPS17	ENSG00000239789	MRPS17	51373	MRPS17	-1.239455	18317	588
SFN	ENSG00000175793	SFN	2810	SFN	-1.23927	18316	589
THOC5	ENSG00000100296	THOC5	8563	THOC5	-1.23845	18315	590
CXCL1	ENSG00000163739	CXCL1	2919	CXCL1	-1.237305	18314	591
EEF2KMT	ENSG00000118894	EEF2KMT	196483	EEF2KMT	-1.2368	18313	592
ZNF282	ENSG00000170265	ZNF282	8427	ZNF282	-1.236645	18312	593
ZNF438	ENSG00000183621	ZNF438	220929	ZNF438	-1.23597	18311	594
GGT7	ENSG00000131067	GGT7	2686	GGT7	-1.2359	18310	595
DCAF12L2	ENSG00000198354	DCAF12L2	340578	DCAF12L2	-1.234685	18309	596
DLG1	ENSG00000075711	DLG1	1739	DLG1	-1.23407	18308	597
ADAM2	ENSG00000104755	ADAM2	2515	ADAM2	-1.233435	18307	598
OR2V2	ENSG00000182613	OR2V2	285659	OR2V2	-1.232485	18306	599
BMS1	ENSG00000165733	BMS1	9790	BMS1	-1.23204	18305	600
ZP2	ENSG00000103310	ZP2	7783	ZP2	-1.230925	18304	601
CDC42EP2	ENSG00000149798	CDC42EP2	10435	CDC42EP2	-1.2282	18303	602
FAM47B	ENSG00000189132	FAM47B	170062	FAM47B	-1.228135	18302	603
STEAP4	ENSG00000127954	STEAP4	79689	STEAP4	-1.22809	18301	604
MFSD7	ENSG00000169026	SLC49A3	84179	SLC49A3	-1.2275	18300	605
TPRN	ENSG00000176058	TPRN	286262	TPRN	-1.227255	18299	606
DRAP1	ENSG00000175550	DRAP1	10589	DRAP1	-1.22675	18298	607
POP4	ENSG00000105171	POP4	10775	POP4	-1.2265255	18297	608
UBE2Z	ENSG00000159202	UBE2Z	65264	UBE2Z	-1.225065	18296	609
LOC101060389	NA	NA	NA	NA	-1.22505	18295	610
SOX15	ENSG00000129194	SOX15	6665	SOX15	-1.223755	18294	611
VSIG2	ENSG00000019102	VSIG2	23584	VSIG2	-1.223635	18293	612
RPS15A	ENSG00000134419	RPS15A	6210	RPS15A	-1.22291	18292	613
S100A1	ENSG00000160678	S100A1	6271	S100A1	-1.221975	18291	614
RRP12	ENSG00000052749	RRP12	23223	RRP12	-1.221225	18290	615
AP3S2	ENSG00000157823	AP3S2	10239	AP3S2	-1.220996	18289	616
TNNT1	ENSG00000105048	TNNT1	7138	TNNT1	-1.220115	18288	617
SLC39A1	ENSG00000143570	SLC39A1	27173	SLC39A1	-1.219095	18287	618
ZSCAN18	ENSG00000121413	ZSCAN18	65982	ZSCAN18	-1.21903	18286	619
IGSF1	ENSG00000147255	IGSF1	3547	IGSF1	-1.2188	18285	620
PLEKHJ1	ENSG00000104886	PLEKHJ1	55111	PLEKHJ1	-1.218	18284	621
TBX2	ENSG00000121068	TBX2	6909	TBX2	-1.217905	18283	622
PAK1IP1	ENSG00000111845	PAK1IP1	55003	PAK1IP1	-1.21761	18282	623
DAPP1	ENSG00000070190	DAPP1	27071	DAPP1	-1.216595	18281	624
SERPINI2	ENSG00000114204	SERPINI2	5276	SERPINI2	-1.21625	18280	625
LMTK3	ENSG00000142235	LMTK3	114783	LMTK3	-1.21558	18279	626
JMJD4	ENSG00000081692	JMJD4	65094	JMJD4	-1.215	18278	627
WDR55	ENSG00000120314	WDR55	54853	WDR55	-1.213715	18277	628
KIF2C	ENSG00000142945	KIF2C	11004	KIF2C	-1.21131	18276	629
KHDRBS3	ENSG00000131773	KHDRBS3	10656	KHDRBS3	-1.2107	18275	630
COMMD3	ENSG00000148444	COMMD3	23412	COMMD3	-1.20968	18274	631
OR4K5	ENSG00000176281	OR4K5	79317	OR4K5	-1.20875	18273	632
TREML1	ENSG00000161911	TREML1	340205	TREML1	-1.2078545	18272	633
CWC27	ENSG00000153015	CWC27	10283	CWC27	-1.207335	18271	634
CCL3	ENSG00000277632	CCL3	6348	CCL3	-1.205435	18270	635
ATAD3B	ENSG00000160072	ATAD3B	83858	ATAD3B	-1.20432	18269	636
DNMBP	ENSG00000107554	DNMBP	23268	DNMBP	-1.20419	18268	637
PTPN1	ENSG00000196396	PTPN1	5770	PTPN1	-1.20397	18267	638
TMEM237	ENSG00000155755	TMEM237	65062	TMEM237	-1.203855	18266	639
PRKCDBP	ENSG00000170955	CAVIN3	112464	CAVIN3	-1.20383	18265	640
MMRN2	ENSG00000173269	MMRN2	79812	MMRN2	-1.20371	18264	641
PRTN3	ENSG00000196415	PRTN3	5657	PRTN3	-1.2034905	18263	642
OR6C75	ENSG00000187857	OR6C75	390323	OR6C75	-1.2032	18262	643
FGF6	ENSG00000111241	FGF6	2251	FGF6	-1.20318	18261	644
PCDHB16	ENSG00000272674	PCDHB16	57717	PCDHB16	-1.20299	18260	645
USP4	ENSG00000114316	USP4	7375	USP4	-1.20281	18259	646
SLC12A1	ENSG00000074803	SLC12A1	6557	SLC12A1	-1.202505	18258	647
OR8H3	ENSG00000181761	OR8H3	390152	OR8H3	-1.202455	18257	648
CIART	ENSG00000159208	CIART	148523	CIART	-1.20151	18256	649
ARFGEF3	ENSG00000112379	ARFGEF3	57221	ARFGEF3	-1.200675	18255	650
LYZL2	ENSG00000151033	LYZL2	119180	LYZL2	-1.199875	18254	651
RARG	ENSG00000172819	RARG	5916	RARG	-1.199731	18253	652
FCRLA	ENSG00000132185	FCRLA	84824	FCRLA	-1.1993	18252	653
P3H2	ENSG00000090530	P3H2	55214	P3H2	-1.19915	18251	654
HADHB	ENSG00000138029	HADHB	3032	HADHB	-1.1985	18250	655
HTRA2	ENSG00000115317	HTRA2	27429	HTRA2	-1.1979	18249	656
HP	ENSG00000257017	HP	3240	HP	-1.1975	18248	657
DLX4	ENSG00000108813	DLX4	1748	DLX4	-1.19685	18247	658
RASEF	ENSG00000165105	RASEF	158158	RASEF	-1.19648	18246	659
KCNE1	ENSG00000180509	KCNE1	3753	KCNE1	-1.19626	18245	660
SYNGR3	ENSG00000127561	SYNGR3	9143	SYNGR3	-1.195055	18243	661
TSPAN13	ENSG00000106537	TSPAN13	27075	TSPAN13	-1.195055	18244	662
MUC12	ENSG00000205277	MUC12	10071	MUC12	-1.19389	18242	663
TM4SF5	ENSG00000142484	TM4SF5	9032	TM4SF5	-1.193625	18241	664
USH2A	ENSG00000042781	USH2A	7399	USH2A	-1.192848	18240	665
TAS1R2	ENSG00000179002	TAS1R2	80834	TAS1R2	-1.192695	18239	666
GALNT3	ENSG00000115339	GALNT3	2591	GALNT3	-1.19113	18238	667
BCL2L11	ENSG00000153094	BCL2L11	10018	BCL2L11	-1.190775	18237	668
IMPAD1	ENSG00000104331	BPNT2	54928	BPNT2	-1.19074	18236	669
GINS3	ENSG00000181938	GINS3	64785	GINS3	-1.190525	18235	670
C16orf96	ENSG00000205832	C16orf96	342346	C16orf96	-1.1905	18234	671
VCAM1	ENSG00000162692	VCAM1	7412	VCAM1	-1.19025	18233	672
WWTR1	ENSG00000018408	WWTR1	25937	WWTR1	-1.189975	18232	673
HTR3C	ENSG00000178084	HTR3C	170572	HTR3C	-1.189725	18231	674
SNED1	ENSG00000162804	SNED1	25992	SNED1	-1.18953	18230	675
CTNND2	ENSG00000169862	CTNND2	1501	CTNND2	-1.18885	18229	676
HSPA12A	ENSG00000165868	HSPA12A	259217	HSPA12A	-1.188423	18228	677
ZNF830	ENSG00000198783	ZNF830	91603	ZNF830	-1.1884	18227	678
ZNF561	ENSG00000171469	ZNF561	93134	ZNF561	-1.18838	18226	679
SHPRH	ENSG00000146414	SHPRH	257218	SHPRH	-1.188105	18225	680
NPIPA3	ENSG00000224712	NPIPA3	642778	NPIPA3	-1.18755	18224	681
SLC25A16	ENSG00000122912	SLC25A16	8034	SLC25A16	-1.187505	18223	682
TMEM9	ENSG00000116857	TMEM9	252839	TMEM9	-1.18682	18222	683
ZNF704	ENSG00000164684	ZNF704	619279	ZNF704	-1.18645	18221	684
TSSK1B	ENSG00000212122	TSSK1B	83942	TSSK1B	-1.18643	18220	685
